id,NAME,REC_DATE2,avg_score,avg_tas,avg_env,avg_ser,LAT,LNG,LAT84,LNG84,ADDR
2,外婆家(天一店),2010,4.125,2.458333333333333,2.5,2.166666666666667,29.870821,121.554183,29.87340381388277,121.5500247873223,宁波市中山东路166号天一国际购物中心4楼(近天一广场)
6,宁海食府(孝闻街店),2010,3.833333333333333,2.208333333333333,1.208333333333333,1.291666666666667,29.876878,121.543557,29.87943682320901,121.5393694843706,宁波市孝闻街77号
15,宁海食府(望京路店),2010,3.5,2,1.25,1.75,29.87777,121.540802,29.88032205692896,121.5366062852251,宁波市望京路96号(近城市广场)
26,东福园饭店,2010,3,1.333333333333333,2.333333333333333,1.666666666666667,29.874093,121.546506,29.87665891604756,121.5423271223554,宁波市公园路7号
28,美宴摩登餐厅(月湖盛园店),2010,4,3.333333333333333,3.666666666666667,3.666666666666667,29.863658,121.545821,29.86622296442844,121.541641026746,宁波市镇明路236号(近月湖盛园)
30,汉唐餐厅(月湖盛园店),2010,3.625,2.125,2.375,1.6875,29.86361,121.547505,29.86617884032966,121.5433297388364,宁波市月湖盛园盛园巷77号(近镇明路)
43,一茶一坐台湾特色餐餐厅(宁波天一乐购店),2010,3.238095238095238,1.666666666666667,1.380952380952381,1.285714285714286,29.869408,121.556523,29.87199557617505,121.5523706548649,宁波市日新街46号乐购超市正门侧
45,蟹满香(灵桥路店),2010,3.625,2.25,1.375,1.5,29.858869,121.548042,29.86143936630044,121.5438685962305,宁波市灵桥路48号(衢州农家菜馆旁)(近南苑饭店)
47,天港大酒店,2010,3,2,1.5,1,29.872349,121.520961,29.87484749654183,121.5167011010695,宁波市蓝天路188号(沃尔玛超市旁)
48,竹林人家(海曙776店),2010,3.5,2,1.5,1.5,29.850945,121.523568,29.85345241493119,121.5193187975247,宁波市环城西路南段776号
50,味道人家,2010,4,2.5,2,1.5,29.86504,121.54951,29.86761323940143,121.5453400954799,宁波市解放南路66号(近基围大厦)
54,华侨豪生大酒店中餐厅,2010,4,3,3,4,29.868016,121.538932,29.87056394422024,121.5347314100574,宁波市柳汀街230号华侨豪生大酒店(近月湖)
60,蟹满香(城隍庙店),2010,3.363636363636364,2.090909090909091,1.545454545454545,1.454545454545455,29.866555,121.551386,29.86913222249817,121.5472209559815,宁波市城隍庙大来街17号1-8
72,翡翠轩中餐厅,2010,4,2.75,3.25,3.25,29.877594,121.552761,29.8801734833168,121.5485986418119,宁波市和义路188号宁波万豪酒店3楼
81,银苑饭店,2010,4,3,2,2,29.875292,121.541726,29.87784647400728,121.5375332368286,宁波市中宪巷21号(文昌街口)
87,雍盛阁,2010,3,1.5,2,1.5,29.86319,121.546655,29.86575692385998,121.5424774085464,宁波市盛园巷67号(近月湖盛园)
88,春晓食府酒店,2010,3.333333333333333,2,2,2,29.855495,121.54141,29.85804994465251,121.5372178792661,宁波市南塘老街船埠巷90号(南塘老街)
89,乡村酒店(马园路店),2010,3,1,1,2,29.867973,121.53652,29.87051476621896,121.5323119642822,宁波市马园路268号-1(亚洲花园宾馆对面)
103,云海宾馆,2010,3,2,2,1,29.860026,121.545699,29.8625909167443,121.5415189712612,宁波市长春路2号(海曙商业区镇明路口)
104,阿英饭店,2010,3,3,1,1,29.87691,121.514012,29.87938776784193,121.5097273608917,宁波市沁园街
107,山水人家(海曙776店),2010,2.666666666666667,1.333333333333333,1,1,29.850945,121.523568,29.85345241493119,121.5193187975247,宁波市环城西路南段776号(太平鸟集团旁)
112,春鹤饭店,2010,3.4,1.6,0.8,1,29.878742,121.545529,29.88130538664496,121.5413469970522,宁波市孝闻街100号(近西河街)
121,潮头阁,2010,4,2,1,1,29.898562,121.543887,29.90112052341739,121.5396987095517,宁波市环城北路西段498号(花园宾馆对面)
124,牛家村,2010,4,2,2,1,29.977836,121.449568,29.98013792093307,121.4450711599114,宁波市慈城镇中华路(近慈城县衙)
148,宁波饭店明州厅,2010,3,2,2,2,29.869374,121.536956,29.87191680937305,121.5327492112838,宁波市马园路251号
190,富浩饭店,2010,5,4,1,3,29.865472,121.548916,29.86804389597211,121.54474445598,宁波市解放南路(久久天桥西南角)
192,开心食府,2010,3.5,2,1,1.5,29.892974,121.538183,29.89551868852723,121.5339781183268,宁波市育才路245号
221,小皇帝砂锅店,2010,3,2,1,1,29.865641,121.551013,29.86821747843161,121.5468470491336,宁波市大沙泥街198号(天封塔斜对面)
239,阿笃饭店,2010,4,2,3,3,29.876332,121.543711,29.87889122272567,121.5395239748678,宁波市孝闻街54-56号
603,BABY DOLL(和义店),2010,3.719512195121951,1.914634146341463,2.719512195121951,2.036585365853659,29.873644,121.555065,29.87622843460248,121.5509087587862,宁波市和义路78号和义大道购物中心C座3015B号
617,贴阁碧(百丈东路店),2010,3.75,2.222222222222222,2.027777777777778,1.916666666666667,29.863551,121.571326,29.86616355601207,121.5672049441913,宁波市百丈东路93号
619,涌上外婆桥(镇安街店),2010,3.890243902439024,2.463414634146341,1.890243902439024,1.75609756097561,29.862352,121.562733,29.86495142122505,121.5585953555084,"""""""""""""""宁波市镇安街93号(近琴桥,宁波复大皮肤病医院)"""""""""""""""
621,涌上外婆桥(常青藤店),2010,3.6,2,1.6,1.4,29.880935,121.591313,29.88356482579133,121.5872153865232,宁波市达升路6号(常青藤小城对面)
622,竹林人家(常青藤店),2010,3.416666666666667,1.916666666666667,1.75,1.5,29.881408,121.592601,29.88403836292364,121.5885042544516,宁波市达升路1号(常青藤·小城东对面)
633,蟹满香(彩虹店),2010,3.7,1.9,1.2,1.4,29.860966,121.566567,29.86357178580288,121.56243733539,宁波市彩虹南路100号(近新河路)
637,锦绣人家主题餐厅,2010,3.875,2.125,1.75,2.375,29.855873,121.584905,29.85850044341313,121.5808036042922,宁波市桑田路845号(近山里人)
640,理想主义时尚餐厅,2010,3.7,1.8,2.1,1.9,29.864863,121.590991,29.86749361111564,121.5868944134856,宁波市宁穿路566号创意三厂(近桑田路)
641,江南美景大酒店(江东店),2010,3.333333333333333,2.333333333333333,2,2,29.860663,121.579928,29.86328580529502,121.5758203168248,宁波市中兴路672号(市公安局旁)
657,甬尚人家私菜馆,2010,3.25,1.75,1.75,1.75,29.856584,121.575438,29.85920223632953,121.5713242398499,宁波市江东新河路417-419号
658,老外婆渔村(江东店),2010,3,2,1,1,29.888611,121.587837,29.89123853738195,121.5837359168375,宁波市江东北路384号(近宁波市车管所)
665,甬上老娘舅,2010,3,2,1,1,29.854714,121.597365,29.85734742943902,121.5932729733611,宁波市沧海路1919号(近江东欧尚超市)
674,天河长廊,2010,4,2,1,1,29.878614,121.579126,29.8812349235058,121.5750158304483,宁波市民安路215号
676,开元望海楼中餐厅,2010,3,1,1,1,29.859351,121.580946,29.86197486528654,121.5768397309089,宁波市百丈东路812号开元大酒店2楼(中兴路口)
681,凯利大酒店中餐厅,2010,5,3.5,2.5,4,29.867322,121.567909,29.86992943447788,121.5637814262131,宁波市箕漕街76号凯利大酒店内
684,中信国际大酒店御膳阁,2010,5,3,4,4,29.866875,121.560619,29.86947042157611,121.556476372533,宁波市江东北路1号中信国际大酒店4楼
690,特别饭店,2010,4,2,2,2,29.880033,121.586331,29.88265999303107,121.582229161374,宁波市通途路68号(近江东世纪联华)
692,缘来好日子,2010,4,3,1,1,29.866925,121.601385,29.86955804813082,121.597293332592,宁波市沧海路878号(近汽车东站)
706,沈家门大酒店,2010,3.5,2,1.5,1.5,29.886497,121.585366,29.88912296611951,121.58126267316,宁波市江东北路368弄57号(江东车管所)
708,小山村饭庄(惊驾路店),2010,3,2,1,1,29.87381,121.580376,29.87643242796046,121.5762678624237,宁波市惊驾路260号
726,山水人家(江东店),2010,3.333333333333333,1.333333333333333,1.333333333333333,1.333333333333333,29.867195,121.601445,29.86982803231114,121.5973533249541,宁波市沧海路877号(惊驾路口)
768,滋味馆(中兴路店),2010,3,2,1,1,29.854514,121.57828,29.85713554779147,121.5741705702281,宁波市中兴路847号(近游泳俱乐部)
780,竹海农庄,2010,4,2,1,3,29.867667,121.568574,29.87027540262416,121.5644476529412,宁波市雷公巷116号(近凯力大酒店)
809,弯弯家常菜,2010,3,2,0,1,29.867321,121.583664,29.86994672565012,121.5795603453277,宁波市宁穿路(近MGM KTV)
816,家宴餐厅,2010,3,2,2,2,29.861512,121.575678,29.86413018878114,121.5715642180265,宁波市百丈东路646号(近甬港饭店)
1100,怡乡春竹鲍鱼先生,2010,5,3.5,3.5,3,29.89614,121.566405,29.89874358757103,121.562272230008,宁波市湖东路130号(近日湖公园)
1102,走马楼,2010,4.27906976744186,2.604651162790698,3.441860465116279,2.395348837209302,29.983407,121.452363,29.98571417858977,121.4478720027014,宁波市慈城民权路117号(近慈湖)
1106,竹林人家(江北店),2010,3.4,1.8,1.8,1,29.888604,121.550264,29.89117756766372,121.546094237268,宁波市新马路377号(近永丰桥)
1109,老外婆渔村(江北店),2010,3.4,1.6,1.2,1.4,29.897034,121.569237,29.89964181032884,121.5651095573168,宁波市人民路688号(近日湖琴云)
1113,美宴摩登餐厅(槐树路店),2010,4.142857142857143,2.571428571428572,3.142857142857143,2.476190476190476,29.881466,121.553921,29.88404767560543,121.5497612823684,宁波市槐树路87号(近解放桥)
1126,白沙码头海鲜广场,2010,2.333333333333333,1,1,1,29.868388,121.549792,29.87096165218427,121.5456225862818,宁波市东草马路1号
1129,金港大酒店中餐厅,2010,4,2,1,2,29.876631,121.55879,29.8792224907892,121.5546424379743,宁波市扬善路51号
1130,贴阁碧(庄桥店),2010,3.5,2.5,2.5,2,29.9242,121.548818,29.92676892241074,121.5446415077979,宁波市庄桥镇李家西路1号(镇政府后侧)
1133,老墙门(江北店),2010,4,2,1.285714285714286,1.714285714285714,29.883843,121.552194,29.88642095363632,121.548029683689,宁波市槐树路156号(近橘子酒店)
1138,一号码头(白沙码头店),2010,4.2,3.2,1.6,2,29.889222,121.569279,29.89183024020617,121.5651522532444,"""""""""""""""宁波市白沙路287号(与东草马路交叉口上,白沙码头海鲜广场旁)"""""""""""""""
1153,知味堂酒家,2010,4,3,3,2,29.97877,121.456397,29.98108547164509,121.451916088517,宁波市慈城镇东门外路南端(近清道观)
1156,远洲大酒店中餐厅,2010,4,2,2.333333333333333,2,29.924218,121.526717,29.92673061429995,121.5224725855506,宁波市江北大道99号远洲大酒店
1177,东方快车中餐厅,2010,3,1.5,1,1.5,29.924218,121.526717,29.92673061429995,121.5224725855506,宁波市江北大道99号远洲大酒店内(近万达广场)
1421,腾格里餐厅(万达店),2010,3.555555555555555,2,1.222222222222222,1.555555555555556,29.826365,121.544984,29.82893084565413,121.5408046210986,宁波市四明中路999号鄞州万达广场内步行街1层A37-04/05号(近格兰云天小区)
1423,涌上外婆桥(和邦店),2010,3.916666666666667,2.25,1.875,1.666666666666667,29.834734,121.553794,29.83731857842884,121.5496376763266,宁波市天童北路931号(近和邦大厦)
1434,向阳渔港(东钱湖店),2010,3.571428571428572,2.142857142857143,2.428571428571428,2.285714285714286,29.78262,121.635752,29.78523736622263,121.6316479671089,宁波市东钱湖旅游度假区湖滨西路66号
1435,蟹满香(鄞州万达店),2010,4.25,2.75,1.75,2,29.829298,121.548844,29.8318724319704,121.5446751394667,宁波市后庙街22号(鄞州万达广场对面)
1437,宁波四季瑞丽酒店,2010,4,2,2,2,29.837033,121.566057,29.83963974069937,121.5619282217258,宁波市钱湖北路118号
1466,十里四香,2010,4,2,2,1,29.765145,121.700106,29.76765195096744,121.6958914826961,宁波市东钱湖旅游度假区环湖东路(近下水西村)
1484,东钱湖水上餐厅,2010,4,2,1,1,29.789446,121.634082,29.79206465671345,121.6299794517358,宁波市东钱湖镇大公
1491,醉亨酒店,2010,3.25,1.5,2,1.75,29.819243,121.552436,29.82182612600156,121.5482774441989,宁波市鄞县大道1299号鄞州商会大厦2楼
1496,万字号中餐厅,2010,4.333333333333333,3,3,2.666666666666667,29.826111,121.549686,29.82868757679141,121.545519665559,宁波市四明中路899号万达索菲特大饭店5楼(近万达广场)
1499,双虹阁,2010,3.5,1.5,1.5,1.5,29.798326,121.670501,29.8008835593661,121.666338198485,宁波市东钱湖畔环湖北路(新紫云唐水产食品公司)
1509,恒涛食府(鄞县大道店),2010,3.5,1.5,2,2,29.824319,121.503993,29.82677046215846,121.4996768606533,宁波市鄞县大道西段977号(近雅戈尔大道)
1519,锦江大厨,2010,4,3,2,2,29.83801,121.565938,29.84061647336647,121.5618089075952,宁波市麦德龙路2号锦江之星内(麦德龙超市对面)
1548,福泉山寨,2010,4,3,3,2,29.868388,121.549792,29.87096165218427,121.5456225862818,宁波市福泉茶庄景区
1575,阿明农家乐,2010,2,1,1,1,29.794518,121.261612,29.79697575124576,121.2573024127726,宁波市龙观乡五龙潭风景区(近龙潭飞瀑景区)
1600,孝伦饭店,2010,2,1,1,0,29.805162,121.79512,29.80764242311757,121.79090868944,宁波市近东乡天童寺
1621,宏阳大酒店餐厅,2010,3.5,2,2,1.5,29.780361,121.369288,29.78266246723286,121.3647917591016,宁波市鄞江镇四明东路101号
1633,潇洒饭店,2010,3,2,1,1,29.851126,121.525885,29.85363999491691,121.5216436594962,宁波市南苑街225号
1664,凤格名厨,2010,3,1,1,1,29.830414,121.557567,29.83300643873587,121.5534202431282,宁波市堇山中路430号(近丽兹大酒店)
1732,老船夫,2010,2.5,1,1.5,1.5,29.826365,121.544984,29.82893084565413,121.5408046210986,宁波市四明中路999号鄞州万达广场(近格兰云天小区)
2173,老板娘新光大酒店中餐厅,2010,3.684210526315789,2,2.052631578947369,1.947368421052632,29.909617,121.856586,29.91219797797412,121.8525128834516,宁波市北仑区明州路789号老板娘新光大酒店内
2184,网岙农家乐,2010,4,2,1.5,1.5,29.604541,121.337903,29.60693347517054,121.3334834037809,宁波市九峰山风景区
2185,碧秀山庄,2010,3.5,2,2,2,29.880295,121.819427,29.88280926106798,121.8152640952164,宁波市大碶牌门村牌门228号
2189,福瑞祥—邻家厨房,2010,3,2,2,1.666666666666667,29.909482,121.853389,29.91205759302912,121.8493084866418,宁波市明州路582-588号(近老上岛)
2206,老员外私房菜馆(九峰北路店),2010,3,2,1,1,29.887908,121.84878,29.89047649553794,121.8446901850129,宁波市九峰北路118号
2208,老板娘餐饮城,2010,5,3,3.5,3,29.919708,121.825937,29.92223258202622,121.8217872108359,宁波市明州西路277号(近凤阳二路)
2225,和记餐饮,2010,4,2,2,2,29.896466,121.848319,29.89903326130021,121.8442273877556,宁波市凤凰城北区二幢106-108号
2257,小醉阁,2010,3,2,1,2,29.908765,121.859533,29.91135080882741,121.8554665843207,宁波市淮河路270号(近高峰家园)
2486,竹林农家菜馆,2010,4,2,1,2,30.032855,121.552312,30.03542959478429,121.5481360961857,"""宁波市九龙湖镇长寿村墙头44号(近香山寺,九龙源风景区)"""
2495,九龙阁中餐厅,2010,4,2,2.5,2,30.031684,121.542809,30.03423704435177,121.5386069055935,宁波市九龙湖镇郎家坪开元华城九龙湖渡假村1楼
2537,新一串红酒店,2010,4,3,2,2,29.954067,121.72175,29.95652915348854,121.7174909445586,宁波市镇海区城关镇城河东路259号